snp-dists 0.7.0	PG1	PG10	PG100	PG101	PG102	PG103	PG104	PG105	PG106	PG107	PG108	PG109	PG11	PG110	PG111	PG112	PG113	PG114	PG115	PG116	PG117	PG118	PG119	PG12	PG120	PG121	PG122	PG123	PG124	PG125	PG126	PG127	PG128	PG129	PG13	PG130	PG131	PG132	PG133	PG134	PG135	PG136	PG137	PG138	PG139	PG14	PG140	PG141	PG142	PG143	PG144	PG145	PG146	PG147	PG148	PG149	PG15	PG150	PG151	PG152	PG153	PG154	PG155	PG156	PG157	PG158	PG159	PG16	PG160	PG161	PG162	PG163	PG164	PG165	PG166	PG167	PG168	PG169	PG17	PG170	PG171	PG172	PG173	PG174	PG175	PG176	PG177	PG178	PG179	PG18	PG180	PG181	PG182	PG183	PG184	PG185	PG186	PG187	PG188	PG189	PG19	PG190	PG191	PG192	PG193	PG194	PG195	PG196	PG197	PG198	PG199	PG2	PG20	PG200	PG201	PG202	PG203	PG204	PG205	PG206	PG207	PG208	PG209	PG21	PG210	PG211	PG212	PG213	PG214	PG215	PG216	PG217	PG218	PG219	PG22	PG220	PG221	PG222	PG223	PG224	PG225	PG226	PG227	PG228	PG229	PG23	PG230	PG231	PG232	PG233	PG234	PG235	PG236	PG237	PG238	PG239	PG24	PG240	PG241	PG242	PG243	PG244	PG245	PG246	PG247	PG248	PG249	PG25	PG250	PG251	PG252	PG253	PG254	PG255	PG256	PG257	PG258	PG259	PG26	PG260	PG261	PG262	PG263	PG264	PG265	PG266	PG267	PG268	PG269	PG27	PG270	PG271	PG272	PG273	PG274	PG275	PG276	PG277	PG278	PG279	PG28	PG280	PG281	PG282	PG283	PG284	PG285	PG286	PG287	PG288	PG289	PG29	PG290	PG291	PG292	PG293	PG294	PG295	PG296	PG297	PG298	PG299	PG3	PG30	PG300	PG301	PG302	PG303	PG304	PG305	PG306	PG307	PG308	PG309	PG31	PG310	PG311	PG312	PG313	PG314	PG315	PG316	PG317	PG318	PG319	PG32	PG320	PG321	PG322	PG323	PG324	PG325	PG326	PG327	PG328	PG329	PG33	PG330	PG331	PG332	PG333	PG334	PG335	PG336	PG337	PG338	PG339	PG34	PG340	PG341	PG342	PG343	PG344	PG345	PG346	PG347	PG348	PG349	PG35	PG350	PG36	PG37	PG38	PG39	PG4	PG40	PG41	PG42	PG43	PG44	PG45	PG46	PG47	PG48	PG49	PG5	PG50	PG51	PG52	PG53	PG54	PG55	PG56	PG57	PG58	PG59	PG6	PG60	PG61	PG62	PG63	PG64	PG65	PG66	PG67	PG68	PG69	PG7	PG70	PG71	PG72	PG73	PG74	PG75	PG76	PG77	PG78	PG79	PG8	PG80	PG81	PG82	PG83	PG84	PG85	PG86	PG87	PG88	PG89	PG9	PG90	PG91	PG92	PG93	PG94	PG95	PG96	PG97	PG98	PG99	Reference
PG108	15236	15743	16270	16588	16299	16515	15900	123	16283	16653	0	14591	16323	5449	15226	5380	15288	14934	15055	14876	16441	15577	15055	16659	16185	16668	15181	135	16095	16523	15005	15632	15047	15713	15670	15267	16707	15341	16206	16619	16133	14969	15046	16110	15357	15703	15333	17108	16166	14942	16214	16579	15266	16673	15758	16748	15114	15793	15010	16590	15035	15751	15038	115	111	16671	15916	14997	15633	5378	15276	15223	16581	15209	15288	126	15895	16633	4814	16611	16191	15906	14882	14857	16635	14934	16191	15874	15387	121	15599	16686	15760	15913	15966	15127	16207	15009	5357	15578	16245	108	16144	16219	17134	16562	15334	16583	15002	15281	15222	15047	16186	15280	16215	16245	15322	14484	15008	16100	16114	15708	15722	16565	117	15151	16209	5369	15111	16201	16245	16097	15064	16612	16603	15701	16294	16151	16624	15406	16258	16106	16601	15821	6276	16074	16661	15088	15083	16267	16541	15214	15416	15203	15026	15224	16115	128	15330	16532	16590	15497	15766	15539	15168	16171	14814	14928	15043	14544	15216	16166	15015	16201	15738	15016	15365	15341	14999	16241	15084	17464	15020	14403	14902	16252	16144	16256	16553	15150	116	131	16275	16596	16537	15039	15752	15301	15291	128	14836	15137	15332	16236	16228	15915	16193	14903	16226	15017	15021	14995	16161	16254	14560	16130	16608	14938	15545	16119	16626	5426	14438	15007	15003	15525	16116	16273	14931	16583	15477	16123	14980	16560	14973	16561	5367	16251	16133	16560	16383	15564	16585	16288	14651	15106	15014	15411	16535	14571	16507	16670	15086	15277	14543	15061	16212	15940	15035	16611	15062	15113	16465	16583	15013	15665	15446	16124	16542	14711	15024	16490	16183	15132	16715	16627	14430	15413	15124	14204	15500	15616	16609	15375	15189	15751	15022	15035	15248	16130	16594	15077	16591	16134	15290	14643	16505	15041	16170	15036	15451	15638	15238	16260	14662	14985	14912	15245	16244	15036	17210	15058	15411	15189	15015	5367	16071	15238	15912	15089	15615	15112	16485	6269	15563	15305	17102	14921	15227	5395	15350	16032	15008	16540	16074	16344	15018	14906	16236	15578	16042	15596	15234	17512	15354	15530	15237	16630	15328	15916	102
PG109	13713	14973	14891	15184	14897	15280	14956	14607	14872	15203	14591	0	15318	15107	14242	15127	14230	14238	14043	13696	15303	13917	15276	15378	15090	15238	13655	14609	15122	15081	13931	15150	14420	14990	13689	14254	15446	15323	15265	15198	14702	14270	13945	14698	15328	13704	13747	15181	15077	15332	14853	15148	14238	14757	14872	14970	13993	14708	14216	15197	13961	13890	13966	14543	14586	14774	14957	14212	14126	15128	14245	14349	15183	14224	14868	14594	14944	15201	14612	15191	15117	15011	2010	14245	14409	14291	14844	14877	13868	14557	14586	14745	14948	14971	14963	14040	14858	13927	15114	13922	14870	14564	15215	14850	15305	15162	15332	15428	14145	14443	14227	13650	15077	14250	14850	14909	15311	23	13937	14652	15035	13809	13909	15148	14599	13960	14858	15114	13932	14854	14857	14683	14039	15195	15192	15223	14844	14716	15204	14422	14872	14103	15201	15019	15229	14680	15231	13993	13979	14910	15163	14234	13972	14200	14203	14231	14683	14595	15318	15254	15182	14584	14519	13522	14036	15230	14100	2359	13947	33	14230	14745	13945	15020	14554	13959	15324	14327	1981	14893	14546	15665	13929	14312	14253	14897	14705	14866	15194	14558	14585	14606	14907	15189	15387	13922	13898	14338	14248	14596	14370	14086	2889	15105	14829	14967	14801	14252	14868	13957	14221	13920	14750	14879	63	14689	15203	2376	14975	14724	15211	15137	14441	13941	14213	15003	14727	14882	13889	15212	14722	14716	2360	15180	14995	15178	15118	14896	14736	15168	14492	14927	15190	14458	14388	14032	13931	14554	15152	63	15353	15227	14056	13748	48	13942	15265	15397	13952	15199	13973	14080	15345	15171	13908	15060	13909	14740	15158	14398	13948	15342	14737	13942	15345	15183	24	14539	13920	14620	14960	14999	15204	15346	14698	13892	13925	14021	13707	14747	15211	14041	15190	14699	15280	14962	15356	13954	15231	13931	14942	15017	14259	14863	14367	14857	13891	14242	14884	13961	15673	13968	15349	13652	13945	15123	14655	14236	14970	14051	15034	14013	15112	15234	13416	13680	15020	14635	14221	15138	15352	13836	15005	15114	14681	14735	13909	14396	14870	14989	14666	15686	14235	15361	15312	14708	14209	15189	15334	14956	14606
PG11	14735	15405	15532	15922	15894	475	15474	16316	15535	15939	16323	15318	0	15889	14034	16033	14075	14879	14836	15452	291	15082	15990	800	16012	15977	14714	16317	15581	15806	14748	15822	15275	15758	15129	14040	1460	16355	15718	15957	15350	14929	14769	15355	16339	15154	14463	15095	16009	15976	15488	15900	14045	15672	15243	15764	14741	14784	15411	15955	14799	16004	14775	16246	16307	15654	15481	14794	14753	16023	14017	14841	15925	13972	15102	16317	15362	15939	15834	15938	16031	15544	15301	14848	15377	14912	15488	15695	15376	16291	15493	15676	14868	15473	15500	14842	15525	14762	16025	15098	15509	16285	15680	15511	15149	15939	16354	15287	14788	14924	14031	14807	15985	14054	15518	15534	16371	15259	14775	15317	15954	15977	15992	15907	16304	14806	15487	16022	14792	15537	15513	15321	14824	15932	15932	15385	15135	15358	15943	14692	15519	16290	15948	15528	15922	15285	15960	14796	14839	15550	15982	14034	15436	14023	14963	14032	15330	16313	16365	15934	15943	15602	15440	15921	14855	15692	15797	15237	14794	15293	14037	15351	14768	14937	15398	14789	16366	14827	15346	15545	15130	15912	14764	13746	14904	15530	15334	15525	15910	15154	16307	16307	15563	15938	246	14758	16019	14863	14047	16311	15121	14876	15676	15765	15468	15479	15435	14938	15533	14788	14952	14750	15379	15528	15328	15351	15941	15208	15839	15368	15958	16051	15613	14775	14934	15835	15373	15544	15016	15932	15647	15369	15261	15916	14810	15932	16021	15533	15362	15925	16707	15770	15929	15553	15165	14855	14768	15482	15901	15311	278	15974	14853	14767	15296	14782	15738	16593	14767	15951	14801	14856	264	15911	14751	15318	15453	15366	15908	15212	14789	293	15381	14804	15360	15958	15257	15426	14800	15742	15773	15248	15937	16368	15635	16017	14774	14793	14755	15354	15949	14837	16022	15339	16305	15453	265	14773	15688	14787	15654	15264	14035	15555	15171	15564	14998	14052	15521	14779	15357	14787	16364	14698	14753	16025	15300	14036	15486	14830	15766	14798	16429	15907	15805	15697	15917	16137	14010	16043	16377	14650	14811	16457	15308	16170	14735	14756	15521	15368	15273	4769	14042	15643	16346	15139	14035	15958	16345	15476	16327
PG110	15324	15694	15981	16517	16093	16136	15853	5457	16023	16553	5449	15107	15889	0	14972	5509	15016	13656	14932	15688	16057	15359	14950	16180	15719	16594	15298	5469	16004	16476	14837	15558	14717	15437	15437	15014	16391	15818	16286	16549	15835	13719	14875	15816	15844	15457	15449	16689	15710	14869	15957	16534	14987	16416	15145	16651	14468	15338	14888	16534	14855	16359	14846	5404	5444	16407	15877	14523	15650	5496	15015	15224	16527	14938	15395	5443	16028	16572	4874	16522	15724	15867	14910	13644	16400	13666	15936	15505	16221	5429	15069	16423	15722	15876	15920	14910	15952	14834	5505	15365	15970	5443	16223	15961	16679	16498	15831	15862	14500	14641	14962	15218	15749	14994	15965	15982	15810	15030	14825	15786	15656	15970	16328	16487	5452	15037	15956	5473	15008	15932	15978	15807	14924	16547	16538	15816	16046	15839	16558	15357	16000	16459	16530	15549	1038	15793	16590	14896	14906	16004	16393	14962	15331	14938	14683	14963	15821	5443	15823	16456	16530	14766	15499	15986	14956	16257	15311	14942	14869	15075	14966	15870	14841	15729	15485	14840	15863	14566	15032	15985	15011	17211	14826	13847	13660	15982	15862	15998	16496	15060	5434	5472	16004	16539	16142	14857	16332	15272	15024	5457	14910	15013	15358	15680	15960	15869	15917	13638	15954	14833	14663	14830	15861	15985	15075	15843	16534	14973	15600	15836	16557	5530	15168	14822	14663	15595	15837	16000	14894	16516	15383	15830	15007	16504	14875	16500	5504	15980	15840	16503	16630	15609	16543	16056	14438	14993	14835	15179	16470	15100	16117	16586	14972	15382	15070	14849	16292	15409	14851	16544	14876	14985	16079	16519	14839	15728	15571	15838	16484	14502	14828	16096	15873	15023	16490	16561	14960	15709	15025	14520	15567	15677	16537	15861	15641	16351	14858	13630	15355	15839	16538	14953	16447	15843	15794	14799	16109	14837	16250	14868	15341	15701	14961	16000	14456	14794	14853	14967	15980	14844	16315	14866	15887	15278	14822	5495	15778	14961	15884	14968	15503	14913	16132	1033	15829	15959	16749	14751	14975	5522	15843	15708	14904	16166	15788	16302	14834	14417	15979	15746	15753	15190	14983	17132	15848	14972	14979	16566	15821	15888	5442
PG111	13836	14735	14760	15316	14456	14245	14648	15244	14777	15318	15226	14242	14034	14972	0	14892	114	13789	13741	14690	14016	13853	14881	14308	14893	15382	13832	15244	14825	15246	13753	14350	14222	14529	13741	70	14668	15068	14977	15327	14218	13796	13775	14241	15050	13783	13922	14918	14873	14911	14733	15304	36	14956	14480	15272	13464	14366	14125	15343	13774	14222	13767	15218	15230	14941	14662	13679	14111	14872	68	14124	15312	68	14618	15229	14695	15335	15120	15321	14893	14770	14165	13811	14577	13813	14718	14423	14943	15226	14326	14931	13560	14660	14682	13766	14738	13762	14866	13878	14744	15231	14953	14750	14999	15302	15063	13569	13370	13732	56	13824	14870	68	14739	14790	15046	14162	13762	14191	14822	14467	14226	15288	15222	13557	14754	14869	13527	14771	14764	14198	13740	15333	15310	14578	14695	14214	15340	14162	14792	14846	15345	14539	14985	14177	15387	13793	13807	14778	14928	68	13915	79	13834	57	14206	15227	15058	15317	15350	14637	13956	14594	13776	14977	14558	14178	13781	14203	76	14253	13769	14368	13876	13756	15060	13882	14279	14776	14457	15244	13735	13513	13803	14764	14233	14779	15337	14479	15210	15264	14785	15344	14093	13770	14249	14142	79	15228	14377	13776	14626	15149	14763	14663	14702	13801	14768	13778	13837	13740	14240	14732	14243	14186	15335	14169	14434	14228	15349	14908	14411	13768	13861	14465	14230	14775	13604	15349	14132	14236	14197	15326	14327	15329	14854	14768	14232	15332	15073	14425	15443	14349	14021	13782	13783	14230	15299	14197	14085	15358	13760	13897	14205	13759	14986	15414	13796	15362	13801	13778	14031	15306	13775	14501	13963	14233	15308	14054	13755	14048	14250	13560	14876	15310	14188	13726	13548	14517	14426	14481	15340	15080	14084	14243	13766	13898	13839	14254	15344	13740	14961	14213	15022	14237	14068	13764	14958	13777	13911	14485	75	14776	14053	14445	13578	42	14750	13769	14755	13792	15077	13818	13757	14882	14195	74	14648	13754	14184	13758	15330	14982	14314	14188	15183	14456	62	14880	15070	13930	14327	15345	14196	14638	13764	13737	14742	14633	14173	14459	51	15206	15085	14189	63	15339	15023	14645	15256
PG112	15275	15536	16394	16389	16032	16278	15684	5385	16408	16425	5380	15127	16033	5509	14892	0	14945	14477	15404	15588	16216	15369	14877	16409	15825	16446	15225	5398	15880	16362	15227	15593	14941	15799	15504	14932	16441	16160	15600	16418	15691	14516	15234	15710	16163	15516	15389	17072	15795	14830	16359	16377	14936	16409	15401	16599	14886	15195	14552	16396	15238	16293	15246	5320	5375	16422	15707	14732	15912	26	14964	15144	16386	14890	15521	5382	15353	16425	2645	16409	15817	15674	14973	14464	16535	14526	16337	15529	16094	5386	15258	16415	15508	15735	15735	15301	16354	15234	31	15375	16381	5358	15570	16368	17061	16363	16135	16193	14668	15199	14907	15163	15826	14923	16360	16383	16131	15080	15221	15673	15770	15670	16284	16358	5373	15144	16364	18	15117	16356	16369	15685	15389	16423	16398	15758	16008	15716	16421	15164	16398	16297	16413	15619	6023	15669	16465	15275	15289	16391	16590	14893	15297	14888	14873	14883	15698	5393	16135	16383	16403	15327	15668	15699	15353	15575	15300	14993	15244	15121	14893	15744	15238	15677	15645	15243	16161	15023	15078	16391	15169	17345	15220	13655	14457	16388	15720	16399	16370	15188	5373	5386	16403	16399	16285	15257	16293	15197	14964	5395	14837	15440	15412	15911	16377	15726	16321	14468	16362	15222	14849	15204	15710	16376	15091	15706	16391	15001	15387	15701	16418	30	15481	15203	14829	15365	15690	16410	15232	16396	15441	15715	15021	16370	14895	16370	23	16384	15709	16361	16356	15300	16427	15991	14547	15429	15240	15241	16342	15132	16258	16448	15402	15318	15084	15254	15618	15570	15261	16420	15270	15423	16219	16395	15245	15586	15267	15713	16341	14587	15223	16254	15756	15140	16408	16428	14972	15704	15130	13915	15329	15621	16390	16182	15946	16303	15232	14591	15296	15713	16399	15404	16630	15724	16110	14929	16267	15247	15581	15250	15376	15640	14918	16398	14556	15057	15177	14915	16383	15229	16504	15266	16213	15247	15232	29	15663	14915	15726	15423	15608	15285	16282	6021	15725	15553	16799	15136	14896	20	16158	15968	14908	16316	15663	16275	15245	14457	16368	15659	15617	15128	14914	17388	16133	15205	14890	16421	16138	15729	5375
PG113	13817	14753	14764	15322	14486	14287	14677	15301	14770	15327	15288	14230	14075	15016	114	14945	0	13781	13790	14707	14063	13857	14890	14357	14933	15386	13814	15298	14832	15260	13760	14413	14270	14567	13765	122	14708	15079	14988	15334	14293	13806	13779	14311	15063	13811	13898	14932	14907	14917	14728	15309	108	14934	14429	15279	13446	14394	14150	15349	13778	14256	13776	15251	15293	14929	14690	13643	14136	14922	122	14111	15318	108	14648	15285	14713	15341	15133	15328	14931	14789	14144	13789	14591	13802	14710	14411	14969	15282	14330	14922	13541	14685	14705	13819	14727	13763	14917	13891	14751	15291	14968	14751	15015	15312	15071	13598	13345	13684	116	13806	14904	112	14734	14791	15061	14154	13766	14269	14849	14473	14262	15292	15279	13631	14747	14935	13609	14765	14762	14259	13781	15332	15317	14596	14694	14295	15345	14190	14784	14885	15350	14537	15030	14247	15396	13790	13802	14774	14931	125	13944	126	13807	109	14269	15290	15071	15331	15355	14668	13919	14620	13825	14988	14578	14165	13783	14206	134	14327	13784	14399	13859	13767	15081	13859	14263	14766	14424	15270	13736	13499	13806	14764	14297	14771	15341	14440	15274	15318	14782	15343	14133	13779	14277	14164	123	15288	14341	13816	14599	15191	14759	14689	14694	13806	14773	13779	13817	13734	14313	14738	14239	14259	15339	14148	14417	14283	15356	14961	14434	13774	13829	14447	14287	14787	13689	15354	14145	14304	14177	15332	14336	15338	14916	14761	14315	15337	15079	14422	15447	14358	14074	13824	13787	14261	15310	14194	14122	15364	13801	13876	14192	13764	15002	15455	13797	15364	13806	13823	14082	15309	13770	14523	14017	14303	15314	14103	13766	14095	14324	13639	14885	15318	14174	13776	13621	14506	14410	14511	15350	15091	14085	14269	13771	13853	13820	14313	15349	13782	14966	14279	15036	14282	14120	13775	14976	13774	13925	14506	123	14781	14100	14458	13657	125	14745	13773	14805	13797	15086	13799	13763	14931	14259	136	14678	13798	14241	13800	15358	15031	14355	14264	15163	14463	119	14934	15088	13908	14331	15377	14257	14668	13767	13720	14738	14643	14237	14502	111	15249	15095	14178	109	15337	15044	14671	15309
PG114	13898	14732	14955	15727	14898	14952	14787	14951	14969	15753	14934	14238	14879	13656	13789	14477	13781	0	14450	14864	15001	14102	14856	15207	15196	15779	13883	14944	15076	15674	14378	14870	13713	14784	14518	13777	15250	15113	15044	15750	15176	140	14395	15185	15106	14559	13964	15498	15153	14889	14952	15737	13784	15713	14288	15652	14018	14356	13117	15739	14386	15313	14398	14881	14938	15722	14794	13887	14273	14466	13814	14108	15723	13771	14889	14936	14754	15748	14416	15757	15156	14799	14066	136	14435	112	14945	14413	14744	14909	14360	15727	15009	14824	14812	14456	14955	14403	14441	14116	14977	14919	15017	14963	15539	15710	15084	14922	13882	14116	13787	13832	15132	13799	14959	14988	15101	14212	14371	15187	15095	15383	15307	15701	14936	13729	14965	14458	13744	14970	14957	15159	14444	15744	15728	14991	14953	15213	15756	14260	14969	15781	15759	14687	13778	15138	15789	14431	14421	14974	15155	13804	13916	13773	14022	13766	15183	14939	15100	15665	15752	14912	14603	15557	14463	15025	14698	14208	14400	14245	13768	15219	14392	14693	14607	14387	15107	14153	14308	14965	14189	15924	14369	13973	169	14964	15194	14985	15744	14192	14918	14948	15000	15739	15076	14394	15273	14140	13824	14939	13979	14489	14660	14987	14969	14811	14912	287	14966	14381	13993	14345	15187	14954	14261	15196	15760	14226	14965	15195	15751	14483	14483	14365	13982	14946	15161	14979	13899	15760	14303	15207	14243	15751	14415	15743	14445	14953	15201	15741	16071	14891	15732	14619	13594	14505	14417	13993	15718	14296	15036	15765	14466	13923	14239	14404	15040	15605	14428	15763	14414	14478	15026	15709	14384	14594	13907	15210	15710	13619	14384	15029	15239	13742	15175	15744	14192	14538	13725	14205	14913	14558	15757	15119	14736	15328	14389	3285	13865	15207	15754	14440	15182	15178	15099	14576	15043	14404	15015	14386	14846	14599	13803	14980	13619	14413	13866	13797	14960	14390	15527	14404	15132	13857	14378	14474	15168	13763	14808	14471	14853	14429	15364	13773	15295	15276	15701	14264	13778	14477	15102	14495	14415	15378	15151	14841	14403	13316	14919	14973	15148	15142	13777	15831	15129	14214	13763	15746	15075	14799	14950
PG115	14248	15189	13903	15156	14368	14939	15159	15060	13895	15175	15055	14043	14836	14932	13741	15404	13790	14450	0	14281	14939	14314	15776	14915	15972	15201	14215	15076	15220	15036	575	15368	14647	15176	14515	13779	14896	15595	15516	15164	13952	14473	540	13933	15589	14580	14325	14713	15959	15814	13868	15121	13757	15356	14950	14488	14151	14958	14612	15166	574	14667	565	14949	15052	15365	15177	14302	13181	15394	13758	15172	15156	13739	14901	15050	15274	15172	15254	15158	15979	15236	14205	14400	15337	14452	13876	14851	14301	15065	14803	15383	13836	15153	15170	568	13899	550	15375	14296	13900	15035	15458	13883	14775	15132	15578	14622	14257	14371	13725	14197	15938	13763	13884	13913	15566	14004	556	13920	15913	14569	14664	15119	15053	7553	13874	15384	7555	13880	13881	13936	94	15168	15170	15210	14885	13940	15183	15353	13898	15104	15185	14994	14982	13912	15159	566	568	13913	15036	13746	14779	13722	14325	13728	13925	15068	15569	15053	15148	5984	14457	14646	556	15477	14605	14081	556	14054	13742	13972	552	14969	14445	550	15575	14421	14387	13917	14559	15140	563	14421	14454	13922	13957	13915	15145	14588	15047	15067	13941	15162	15015	542	14647	15251	13775	15062	14603	109	14514	15834	13902	15165	13879	14448	13918	577	14348	539	13971	13875	14055	13965	15164	14075	15266	13965	15180	15414	14926	581	14343	15268	13980	13914	8306	15162	14825	13984	14115	15134	14674	15131	15385	13903	13974	15112	15175	15146	15186	14836	14241	91	549	14816	15095	14047	14968	15197	37	14317	14037	559	15514	14966	532	15135	587	100	14974	15148	554	15175	14814	13957	15106	14272	570	14963	13981	7543	14898	15168	14014	14953	7534	14972	15242	15178	15172	15611	15102	14664	551	14296	14249	13961	15179	91	15062	13917	15535	10128	14985	548	15484	556	15305	15185	13737	13910	14214	15037	8330	13739	13906	562	15433	566	15599	14220	549	15402	13914	13745	15165	95	15368	546	15959	14989	14688	14690	15317	14965	13732	15407	15611	13722	14670	15946	13941	15532	539	14093	13897	15094	13914	15351	13750	14876	15574	14701	13735	15172	15576	15164	15065
PG116	14197	14590	15668	15324	15405	15462	14688	14888	15659	15329	14876	13696	15452	15688	14690	15588	14707	14864	14281	0	15565	13792	14672	15762	15924	15361	14166	14881	14807	15356	14171	15499	14407	14771	14107	14722	15982	9681	14569	15345	14745	14884	14174	14770	9667	14130	14207	15558	15886	14672	15656	15329	14718	14663	14194	15343	14371	14600	14408	15342	14185	11045	14183	14781	14880	14664	14699	14413	14963	15582	14712	14881	15327	14665	14744	14869	14306	15345	15472	15329	15921	14667	14660	14850	15096	14868	15651	14339	2444	14898	15072	14663	15161	14696	14705	14262	15675	14157	15569	13775	15651	14862	14552	15665	15539	15311	9654	15357	14481	14101	14684	14046	15880	14699	15637	15682	9651	13659	14181	14757	15872	12132	11064	15334	14885	14735	15673	15577	14713	15653	15661	14758	14265	15328	15331	14594	15138	14807	15361	14991	15673	12209	15349	14612	15635	14701	15387	14190	14212	15679	15572	14696	14459	14677	14524	14680	14775	14878	9638	15161	15343	15008	14611	12079	14278	14564	8053	14592	14181	13705	14681	14792	14185	14550	14594	14183	9645	14542	14806	15676	14421	15763	14171	14816	14880	15691	14787	15674	15346	14461	14868	14898	15691	15329	15628	14163	11080	14908	14725	14857	14506	14304	15059	15903	15656	14695	15635	14851	15651	14191	14542	14128	14797	15649	13714	14776	15354	14586	15077	14778	15361	15620	8698	14147	14498	15053	14757	15667	14629	15349	14185	14795	14640	15342	15464	15343	15581	15662	14805	15351	12741	15010	15349	14260	14249	14262	14169	14926	15334	13712	15616	15360	14275	14226	13686	14168	14573	15835	14179	15370	14183	14305	15599	15335	14154	14828	14402	14802	15330	14272	14173	15592	14829	14739	15250	15353	13657	12259	14717	14567	15032	14734	15338	9676	10112	11065	14177	14856	14204	14808	15360	14268	15612	14770	9659	14981	15610	14198	14544	14162	12727	14744	14738	15675	14272	14374	14595	14691	15659	14190	15378	14191	9678	14162	14176	15580	14749	14689	14704	14263	15307	14243	15799	15628	11536	11009	14976	14870	14666	15595	9689	15273	15450	15803	14738	15287	14157	14081	15638	14436	14753	15954	14697	15904	9684	14234	14691	15350	9665	14708	14887
PG117	14705	15471	15629	15949	15974	378	15545	16437	15629	16037	16441	15303	291	16057	14016	16216	14063	15001	14939	15565	0	15011	16027	608	16013	16076	14679	16442	15662	15909	14862	15842	15400	15841	15160	14035	1370	16433	15792	16050	15423	15047	14886	15432	16415	15181	14428	15160	16004	16014	15588	15994	14025	15731	15376	15857	14869	14856	15369	16054	14913	16145	14885	16374	16427	15720	15551	14923	14859	16207	14013	14823	16022	13966	15171	16440	15437	16040	16103	16038	16029	15618	15257	14971	15474	15036	15594	15848	15495	16412	15641	15742	14931	15542	15567	14949	15620	14871	16207	15028	15613	16412	15763	15617	15214	15972	16422	15413	14917	15070	14020	14770	15987	14043	15622	15638	16447	15247	14890	15397	15952	15985	16125	16008	16428	14924	15589	16201	14903	15635	15613	15397	14927	15958	16023	15472	15254	15433	16050	14672	15622	16372	16051	15684	16088	15358	16060	14907	14945	15640	16061	14022	15433	14011	15095	14013	15407	16436	16441	16038	16045	15705	15465	15981	14970	15775	15870	15217	14903	15275	14024	15429	14883	14908	15430	14903	16443	14967	15325	15638	15150	15967	14879	13927	15022	15620	15412	15617	16010	15180	16427	16430	15650	16036	91	14871	16159	14856	14044	16426	15145	14973	15660	15765	15558	15549	15537	15056	15623	14902	15082	14863	15455	15622	15307	15432	16042	15184	15946	15446	16054	16229	15699	14888	15066	15943	15449	15637	15136	16037	15781	15448	15235	16011	14929	16036	16204	15637	15443	16022	16724	15868	16029	15490	15287	14954	14877	15606	16002	15292	112	16070	14954	14732	15279	14897	15816	16680	14877	16045	14917	14955	92	16011	14859	15390	15565	15444	16007	15339	14909	114	15458	14918	15398	16051	15238	15611	14917	15908	15876	15322	16037	16445	15745	16149	14889	14904	14719	15433	16046	14936	16106	15415	16378	15569	75	14890	15769	14902	15709	15339	14023	15661	15293	15635	15110	14046	15620	14892	15479	14903	16436	14660	14866	16213	15382	14021	15553	14933	15788	14901	16374	16071	15889	15754	15979	16204	13997	16224	16453	14686	14938	16400	15393	16139	14849	14864	15616	15442	15347	4688	14027	15706	16414	15170	14023	16055	16418	15547	16444
