snp-dists 0.7.0	CFKY01000001	CFNU01000001	CFVJ01000001	CGAL01000001	CGBO01000001	CGGD01000001	CGGJ01000001	CHCV01000001	CHDA01000001	CHJT01000001	CHJU01000001	CHYT01000001	CIDJ01000001	CIEZ01000001	CIFD01000001	CIJB01000001	CIJN01000001	CLIP01000001	CLKE01000001	CLMO01000001	CLMW01000001	CLND01000001	CLNJ01000001	CLNS01000001	CLNV01000001	CLOB01000001	CLOP01000001	CLQG01000001	CLQL01000001	CLRB01000001	CLSJ01000001	CLSM01000001	CLSR01000001	CLTR01000001	CLWS01000001	CLWZ01000001	CLXB01000001	CLXZ01000001	CLYE01000001	CLZG01000001	CLZW01000001	CMBG01000001	CMDD01000001	CMDL01000001	CMEW01000001	CMFA01000001	CNUJ02000001	CNUS02000001	CNVV02000001	CNVW02000001	CNVX02000001	CNVY02000001	CNXN02000001	CNXO02000001	CNXP02000001	CNXQ02000001	CNXR02000001	CNXS02000001	CNXT02000001	CNXU02000001	CNXV02000001	CNXW02000001	CNXX02000001	CNXY02000001	CNXZ02000001	CNYA02000001	CNYB02000001	CNYC02000001	CNYD02000001	COFK02000001	COFL02000001	COFM02000001	COFN02000001	COFO02000001	COFP02000001	COFQ02000001	CP035234	CP035235	CP035236	CP035237	CP035238	CP035239	CP035241	CP035242	CP035243	CP035244	CP035245	CP035246	CP035247	CP035248	CP035249	CP035250	CP035251	CP035252	CP035253	CP035254	CP035255	CP035256	CP035257	CP035258	CP035259	CP035260	CP035261	CP035262	CP035263	CP035264	CP035265	CP038251	CP038252	CP038253	CPLB01000001	CPNC01000001	CPNH01000001	CPNZ01000001	CPOL01000001	CPPA01000001	CPPE01000001	CPPK01000001	CPPS01000001	CPPY01000001	CPRA01000001	CPRF01000001	CPRJ01000001	CPRK01000001	CPRQ01000001	CPRX01000001	CPSC01000001	CPTA01000001	CPTM01000001	CPTT01000001	CPUH01000001	CPUO01000001	FITU01000001	FITV01000001	FITW01000001	FITZ01000001	FIUA01000001	FIUB01000001	FIUC01000001	FIUG01000001	FIUH01000001	FIUJ01000001	FIUK01000001	FIUL01000001	FIUN01000001	FIUQ01000001	FIUX01000001	FIVA01000001	FIVF01000001	FIVI01000001	FIVK01000001	FIVN01000001	FIWG01000001	FYON01000036	FYOS01000037	FYOV01000058	FYOX01000034	FYPD01000047	FYPF01000045	FYPI01000069	FYPJ01000054	FYPM01000037	FYPN01000071	FYPO01000064	FYPP01000050	FYPS01000035	FYPT01000038	FYPV01000110	FYPW01000051	FYPX01000039	FYPY01000040	FYPZ01000032	FYQC01000020	FYQF01000074	FYQH01000054	FYQI01000029	FYQP01000041	FYQX01000050	FYRC01000036	FYRD01000056	FYRG01000010	FYRQ01000047	FYRT01000027	NC_003028	NC_003098	NC_008533	NC_010380	NC_010582	NC_011072	NC_011900	NC_012466	NC_012467	NC_012468	NC_012469	NC_014251	NC_014494	NC_014498	NC_017591	NC_017592	NC_017593	NC_017769	NC_018594	NC_018630	NZ_CP018838	NZ_CP026670	NZ_CP027540	Reference	TVO_1901942	TVO_1901949
CHJU01000001	1599	13488	6088	13667	14679	14959	14470	14468	3144	14867	0	15152	15688	14597	12928	15186	14721	13965	14349	19180	14442	15003	15249	17062	14991	15263	14498	15111	15122	16137	15670	16171	15542	15358	14386	14857	17940	14548	14866	13931	14411	16000	14056	16058	14099	19880	14887	15078	13639	14862	15396	14169	13621	13953	14637	13864	15342	16725	14140	13890	15781	14024	15007	14517	14146	15295	13997	14109	15315	14188	13919	14578	14678	13925	13645	13809	13823	13815	14394	16162	12640	14829	14099	14021	14195	13948	14907	15274	15294	14929	14774	14774	13881	13958	14250	14263	14874	14642	14860	13917	13885	13502	14399	14658	14422	13624	13647	13874	14133	14646	15133	6254	15681	3015	15173	13559	14275	14152	15278	13625	13426	2770	16015	15141	15441	14747	14787	13200	14913	14975	13923	15183	15411	15436	15150	15370	15416	15506	15487	15428	15388	15385	15499	15372	15560	15440	15388	15533	15402	15865	15427	15183	13590	13836	14070	15001	13913	14184	14159	14240	14965	14699	14307	14370	14146	13578	13946	14016	15247	15218	13791	13668	13835	14293	14122	13906	14147	14199	14347	13979	13959	14164	14086	14841	12653	12618	18415	16068	14374	15239	14987	15485	15154	16121	15757	14101	15377	14872	14875	15047	17045	16275	14914	18962	15239	12614	14841	14882	14117
CHYT01000001	15102	14539	13790	14359	14734	14903	14700	13828	14846	14798	15152	0	15695	14951	13909	15165	6600	14282	14741	18924	14972	15035	15555	17753	14936	16107	15130	15697	14896	16634	16103	16665	16075	14946	14744	14731	17729	15373	15350	14463	15207	16421	15604	16438	15074	20145	15892	15305	13927	14014	15035	14917	15153	14625	14462	14515	14979	16729	14372	14158	15914	14299	15489	14338	14873	15821	13569	13667	14920	14933	14436	15382	14910	14186	15628	14490	14529	14501	15156	16335	15014	15723	13522	14907	15095	14704	14064	14959	14989	15675	15511	15657	14098	14169	14520	14514	15762	15630	14844	14638	14626	14049	14833	15759	15783	13747	13786	14525	15094	14906	7059	13985	16441	15007	290	14368	14553	14731	15711	14675	15513	15291	16424	4470	14213	5442	15889	14049	15048	14077	14750	15288	15326	15360	15002	15270	15341	15437	15447	15345	15319	15314	15444	15296	15355	15372	15284	15473	15322	15321	15355	15046	14916	14509	14547	14335	13609	15326	15326	14682	14098	15759	14960	15063	14318	14521	14772	14694	14167	1280	14052	15297	14436	15013	13753	14187	15320	14435	14829	14228	14276	14691	14555	15734	15010	14982	19110	17178	14274	16183	15448	15221	14678	16337	15888	13662	15818	15556	13987	16376	17174	16964	14788	19422	16183	14977	15734	13993	13567
CIDJ01000001	15690	15524	15774	15063	15697	16011	14370	15553	15772	15901	15688	15695	0	15333	15007	13977	15365	15455	15411	19068	15308	12672	14917	14383	12754	16407	15236	15669	15255	13885	16949	13928	17141	16276	15469	16276	17753	16118	16236	16023	16112	17254	14995	17304	15888	20156	16566	16067	15135	15792	16710	15650	15231	15495	15663	15747	16709	18038	14991	15251	16899	15311	16188	15273	15564	16779	15793	15835	16668	15590	14995	13221	15348	15296	16804	15018	15096	15063	11544	17550	15369	16432	15608	15716	15807	15845	15807	16147	16169	16400	16251	16360	15013	15090	15114	15146	16496	16341	15445	15430	15421	15608	16138	13742	12880	14815	14957	15752	16566	15264	15842	15701	17371	15738	15714	15121	15148	15313	16574	15632	15980	15994	17797	15403	15331	15594	12981	14868	14155	15765	15202	14795	15224	15208	15149	15279	15200	15329	15361	15209	15202	15189	15360	15184	14891	15225	15128	15366	15204	15684	15234	15159	14805	15722	15414	15178	15728	15282	15266	15617	15789	16106	16130	15571	15290	15089	15721	15567	16190	15910	15065	15042	15255	15501	15878	15318	15270	15627	16268	15084	15379	15467	15383	16447	15387	15333	20160	14623	15507	16451	16311	15294	14563	17546	16868	15862	16189	16025	15776	13712	18364	16867	15013	19799	16451	15325	16449	15751	15638
CIEZ01000001	14491	13034	14756	13934	15349	15873	14786	14772	14347	15870	14597	14951	15333	0	14635	14579	15139	15062	15104	18278	14499	14727	14963	16991	14566	15574	14608	15378	15955	15858	16323	15898	16215	15449	15122	15343	16955	15801	15900	14975	14608	16645	14545	16675	14437	20027	15686	15270	13837	15090	15980	14934	14676	14383	15443	14926	15946	17618	15229	14074	16522	14390	15969	15458	14891	15921	14801	14850	15921	14963	14686	14624	4142	14105	15338	14677	14727	14729	14746	17086	14917	15568	14946	14767	14951	14994	15105	15923	15938	15156	14459	15526	14199	13349	15297	15343	15592	15477	4632	14459	14456	14620	15575	15144	14534	14663	14706	14910	14774	3881	15274	14396	16304	14303	14989	14028	14576	14605	15687	14207	14664	14802	16036	14547	15094	15153	14776	13791	14214	15241	14740	15136	15340	15307	15035	15427	15334	15492	15488	15350	15295	15294	15512	15324	15410	15353	15303	15498	15312	15325	15335	15052	14813	14887	14816	15026	14805	14966	14955	14932	15016	15436	15289	14875	14350	14744	14726	14608	15847	14833	14131	14773	14676	14814	15000	15123	14899	14387	14995	14222	15170	14900	14858	15581	14920	14882	19174	16028	15180	15624	15025	15310	14159	17069	16459	14894	15930	14532	15064	15251	17862	16654	15417	9953	15624	14854	15581	15077	14999
CIFD01000001	13443	13601	12632	14207	14080	14826	14188	14475	12856	14732	12928	13909	15007	14635	0	14652	14130	14861	14202	18630	14121	14964	15000	16452	14944	15546	14265	14516	14746	15900	15319	15907	15017	14868	14220	14575	16972	14797	15002	14049	14042	15679	14543	15701	14046	19484	14750	14830	13577	14301	14865	14141	13731	13726	14618	13867	14830	16496	13720	13750	15603	13588	14734	14282	14091	15080	14422	14503	14769	14198	7558	14271	14577	13754	15113	13796	13844	13824	14623	15756	12421	15056	14356	14289	14451	13995	14300	14833	14867	15191	14136	15032	13561	13633	13835	13810	14810	14911	14621	13417	13414	14338	14436	14438	14187	5909	5783	13860	14801	14664	13995	12567	15536	13291	13948	14074	14680	13745	15591	13576	13844	13567	16395	13653	14365	13907	14197	13775	14361	14582	13736	14803	14512	14532	14639	14592	14508	14699	14693	14537	14493	14482	14704	14487	14497	14557	14517	14715	14514	14515	14502	14685	14091	13861	14302	14443	14517	14224	14201	14359	14279	14811	14211	14266	13854	4975	13965	13476	14726	13881	13617	13954	8077	14241	14605	14607	14180	13853	14062	13640	14642	8429	14297	15069	12452	12406	18410	15932	14881	15598	14470	14587	14815	15728	15551	14508	14936	14276	14293	14821	16617	15890	14119	19151	15598	12405	15069	14304	14354
CIJB01000001	15202	14143	14693	13748	15897	16094	6186	14087	15144	15980	15186	15165	13977	14579	14652	0	15038	15339	15254	19146	14837	14109	15492	15158	14072	15812	14984	15652	15467	14767	16717	14791	16524	16002	15246	15016	17706	15393	15536	15478	14779	17017	15598	17063	14888	20593	16034	15227	14245	15456	14407	15437	14237	14180	15511	15299	14396	17837	14281	14289	16482	14340	16043	15385	15425	16251	15238	15260	14355	15448	14904	12853	14576	14335	16103	14485	14479	14460	11443	17120	14082	15397	14734	14702	14903	15360	15453	16337	16364	16396	15700	15381	13981	14068	14402	14382	16369	16178	13939	14155	14179	14954	15521	13719	13256	14473	14418	15288	15942	14555	15262	14604	16393	14877	15198	14357	15159	14063	15839	14241	15135	15414	17141	14905	15271	14460	13274	13904	2637	13728	14285	5233	15757	15765	15392	15789	15749	15806	15836	15756	15719	15728	15842	15724	15587	15768	15729	15842	15740	16188	15802	15436	14714	15198	14776	14870	15304	15551	15562	14917	15456	16096	15710	15426	14330	14131	14494	14319	16318	15449	14042	14178	15132	15366	15410	15048	15511	14445	15649	14034	15058	15418	14766	15406	14117	14060	19872	15025	15300	15880	15262	15534	15488	17080	16425	15329	16453	15740	15448	14079	17806	17116	15431	18911	15880	14027	15408	15426	14787
CIJN01000001	14658	14360	13240	14565	14376	15236	14845	13829	14417	15169	14721	6600	15365	15139	14130	15038	0	14227	14784	18855	15295	15054	15342	17528	15050	16146	15545	15588	14548	16909	16174	16947	16164	14605	14784	14725	17441	15289	15394	15006	15150	16524	15286	16517	15172	19686	15514	15236	13932	14339	15178	15052	15184	14604	14799	14726	15163	17059	14903	14099	16232	14253	15581	13911	14999	16168	12985	13031	15073	15053	14500	15357	15312	14136	15080	14629	14663	14636	15153	16524	13940	15371	13212	15146	15020	14876	14360	15304	15337	15874	15089	15303	14319	14263	15021	15014	15472	15349	15313	14506	14472	13916	14820	15670	15555	13942	13860	14745	15082	15291	7182	13239	16171	14581	6655	14569	14978	14392	15620	14312	15222	14776	16674	7676	14412	5329	15725	14252	14835	14198	14453	15114	14836	14866	15105	14850	14876	15077	15073	14865	14821	14825	15077	14828	14910	14878	14835	15095	14853	14836	14873	15144	14778	14708	14220	14812	13020	15135	15159	14304	14400	15457	15067	14893	14236	14576	14509	14585	15008	7134	14113	15181	14396	14877	13132	14119	15134	14528	14477	14334	14192	14677	14232	15384	13966	13921	18895	17102	14486	16238	15398	14673	14792	16508	16181	13069	15378	15405	14321	16183	17445	17002	14739	19946	16238	13913	15384	14298	13241
CLIP01000001	14083	14493	14043	14515	14712	15610	15213	14661	13836	15466	13965	14282	15455	15062	14861	15339	14227	0	14780	18621	15168	14810	14813	17052	14780	16114	15181	15024	14587	16301	16472	16345	15912	15451	14805	15021	17416	15353	15232	14584	14895	16776	14737	16829	14947	19417	15755	14880	13879	15023	15753	15119	14726	14337	5396	14467	15719	16976	14808	14075	16119	13885	16044	14376	15059	15858	11799	11892	15709	15136	14989	14851	15152	14115	14805	14516	14564	14539	15165	16366	14692	14992	11078	14676	14840	14486	15054	15724	15740	15322	15212	14918	13923	13981	14943	14943	15540	15659	15032	14379	14347	11705	13781	15212	15196	14680	14753	14497	14821	15110	14914	13932	16183	13932	14330	14580	15162	14953	15951	14385	14968	14312	16376	14316	15605	14337	15471	14375	15149	14722	14923	15667	15144	15164	14869	15131	15153	14913	14899	15171	15136	15150	14929	15124	15278	15187	15109	14943	15126	15225	15134	14859	14489	14417	14832	15383	11853	14605	14596	14974	15010	15584	14884	14931	13881	15083	14107	14473	15577	14154	13841	14618	14813	14890	12008	14778	14577	14185	14025	14004	14828	15110	14833	15005	14687	14650	19298	16542	3758	16153	15463	15249	15012	16355	16069	11860	16014	15553	15015	15801	17278	16032	14559	19505	16153	14620	15007	15025	11101
CLKE01000001	14449	13920	14331	14387	14311	14931	14860	13554	14324	14820	14349	14741	15411	15104	14202	15254	14784	14780	0	18459	14933	15146	15148	16720	15119	15978	14731	15007	14768	15807	15631	15872	15132	13890	41	14535	17307	14368	14802	14023	13717	15951	14758	15989	13759	19445	14716	15237	13968	14599	15354	14560	14278	14176	14928	13883	15324	16694	14050	14025	15957	14283	15167	14081	14514	15226	14367	14408	15288	14564	14690	14802	14910	14083	15071	13860	13907	13869	15093	15936	14049	15154	14208	14445	14530	14059	14578	14962	14976	15576	15173	15139	13889	14026	14178	14205	14514	14491	14964	13884	13881	14074	15082	14817	14809	14097	14185	13902	15008	14850	14861	14322	15281	14402	14779	14548	14490	14188	15566	13964	14368	14410	16569	14571	14587	14663	15087	14353	15117	14201	14246	15607	14732	14763	14589	14736	14754	14800	14798	14755	14721	14731	14800	14711	14673	14775	14703	14826	14725	15125	14749	14618	13952	13846	14748	14563	14399	14465	14457	14802	14569	14402	14260	14345	14293	15020	14319	13948	15039	15012	13926	14244	14817	14320	14510	14702	14429	14323	14341	14025	14753	15019	14715	15167	14068	14038	18604	16239	14855	16112	15820	14924	14577	15891	15967	14423	15033	15426	14557	15601	16710	16052	14432	19402	16112	14019	15168	14554	14227
CLMO01000001	19163	17853	18955	18482	19146	19001	19215	18477	18978	18924	19180	18924	19068	18278	18630	19146	18855	18621	18459	0	18695	18575	18784	19987	18518	19511	18428	19064	19348	18889	19775	18904	20124	19347	18463	19289	20237	17366	17711	18517	18319	20010	18865	20064	18230	18871	19529	19326	18576	18777	19124	19090	19239	18793	18618	18988	19104	20084	19132	18681	19154	18436	19163	19320	19092	19259	18405	18460	19033	19164	19122	18683	18264	18730	19898	18889	18907	18885	18287	19629	18769	19821	18585	19227	19336	19099	18783	19109	19122	19355	19442	19795	18623	18670	19244	19232	19602	19476	18416	17947	17961	18930	19035	19064	18563	18875	18848	18965	19671	18417	19188	18913	19895	19053	18990	18451	18535	18214	19757	18088	19484	19380	20624	19002	18472	18759	18651	18260	18957	18974	18029	19659	19124	19155	18843	19201	19124	19124	19143	19136	19118	19120	19140	19088	19033	19169	19095	19173	19123	19494	19103	18878	18811	18931	19653	18781	18400	19224	19220	19790	18829	19419	19345	18663	18405	18863	18655	18158	19193	19136	18573	19380	19117	18604	18553	18785	19166	19059	18701	18674	18847	19361	19689	19836	18800	18734	22635	19964	18526	19539	19565	19285	18596	19609	19119	18477	18855	19414	18738	19314	20326	20134	18513	22104	19539	18734	19838	18766	18605
CLMW01000001	14287	14681	14623	11308	15087	16078	14877	14481	14171	16035	14442	14972	15308	14499	14121	14837	15295	15168	14933	18695	0	15260	15171	17000	15056	13170	2656	15490	15908	16159	16391	16176	16144	15594	14955	15613	16918	15475	15159	14224	15112	16692	14546	16736	14898	19803	16147	12501	11630	15465	15863	14462	15322	11735	14915	15150	15797	16702	14588	11709	15353	11685	15892	15554	14415	16239	15131	15192	15746	14517	14463	14789	14861	11738	15240	14979	15045	15009	14930	16397	14756	15810	14978	15020	15406	15238	15512	16168	16170	15690	15496	15729	11388	11541	14716	14707	16024	15842	14985	14579	14568	15021	14991	14530	14882	14359	14419	15144	15319	14802	15193	14518	16817	14178	15017	11053	14543	15240	13494	14556	15397	14488	16362	14562	15543	15025	14933	10280	14145	15432	15048	15455	15224	15217	14736	15265	15217	15318	15312	15225	15186	15181	15326	15176	15189	15242	15197	15342	15190	15143	15215	14764	14900	15232	14941	14419	15081	14829	14804	15084	15539	15976	15568	14911	11684	14982	13280	14783	16147	14900	11356	15252	14574	14870	15237	15182	14810	11640	14665	11528	15238	14877	14981	15826	14786	14725	19322	15710	15185	13156	12738	14854	14646	16371	15313	15222	15617	15308	15464	15568	17132	16681	15188	18886	13156	14737	15827	15452	14997
CLND01000001	15058	14703	15040	15215	15734	15490	14598	14996	15183	15399	15003	15035	12672	14727	14964	14109	15054	14810	15146	18575	15260	0	14892	14878	1079	16711	15193	15839	15989	14369	16945	14389	16565	15974	15165	15847	17621	15974	16118	15376	15697	17290	14367	17326	15265	19749	16029	16265	14942	15528	15901	15890	15447	15273	15284	15220	15886	17829	14818	15226	16777	15241	16067	15649	15829	16301	15030	15068	15844	15854	14949	13148	15061	15283	16294	14828	14897	14857	12050	17261	15393	16388	15035	15542	15429	15272	15569	15568	15588	15874	16008	16348	14950	15023	14990	14998	16262	16225	15070	14831	14840	15356	15577	14132	13547	14998	15057	15217	15953	15076	15812	14931	17040	15166	15071	15214	15348	15132	16474	14740	15419	15112	17058	14818	15349	15249	13746	14789	13950	15621	15283	14573	15368	15379	15494	14948	15345	15416	15463	15375	15347	15338	15448	15327	15323	15389	15306	15452	15336	15500	15367	15512	14842	15257	15618	14780	14917	14900	14888	15756	15525	16138	15670	15295	15284	15378	14800	14929	15564	15176	15013	15384	15056	15199	15078	15050	14868	15275	15555	15009	15100	15313	15607	16403	15404	15388	19703	15193	15166	16811	15771	15270	14725	17260	16742	15058	15433	16064	15509	14232	18126	17074	14743	19597	16811	15367	16403	15525	15066
CLNJ01000001	15344	14586	15387	14885	15519	15397	15479	14919	15310	15324	15249	15555	14917	14963	15000	15492	15342	14813	15148	18784	15171	14892	0	16659	14623	16866	15363	15588	15504	15645	16264	15666	16667	15838	15195	15325	17462	15556	15526	15018	15459	16542	14585	16615	15197	19418	15863	15810	14782	15413	16051	15278	15089	15108	15129	15306	16030	17292	14895	14848	16793	14882	15744	15242	15213	16151	15426	15524	15993	15247	15131	14530	15191	14870	16364	15028	15070	15041	14546	16667	14489	16835	15093	15810	16017	15484	15434	15544	15578	15372	15460	16726	14810	14917	15013	15031	16053	15809	15212	14564	14553	14940	15632	15247	14854	15167	15161	15335	16186	14993	15907	15279	16587	15417	15558	14889	15192	15053	16983	14766	15029	15753	17483	15584	15379	15309	15001	14705	15231	15599	14946	15743	15354	15358	15111	15340	15367	15516	15523	15355	15310	15330	15518	15309	15450	15385	15277	15538	15360	15776	15358	15167	15009	15294	15615	15504	15424	15242	15216	15804	15381	15902	15673	15412	14963	15401	15533	14667	15631	15792	14792	14977	15014	15358	15607	15165	15196	15176	15615	14803	15239	15266	15642	16848	14497	14471	19695	16523	15077	16949	16239	15422	14672	16639	16784	15558	15673	15328	15381	15539	17564	16472	14809	19722	16949	14467	16849	15410	15129
CLNS01000001	17042	16826	17083	17085	17897	17326	15969	16286	16976	17245	17062	17753	14383	16991	16452	15158	17528	17052	16720	19987	17000	14878	16659	0	14786	18052	17053	17193	16996	5643	18235	5646	17794	17399	16724	17421	18117	17577	17884	16853	17525	18446	16730	18485	17235	21197	17434	17777	16756	17023	18017	17401	17512	17158	16953	17537	18013	18983	16530	16895	17863	16965	17796	17055	17337	18044	16895	16920	17946	17412	16875	14472	16922	16964	17867	17531	17576	17556	12793	18431	17005	17988	16952	17078	16880	17638	17047	17123	17110	18298	17902	17946	16821	16888	16657	16652	17850	17692	16877	16659	16670	17074	16754	15411	14692	16584	16583	17558	18064	16989	18200	16977	18199	16965	17789	17174	17025	16776	17871	16842	16937	17284	18896	17201	17412	17631	14753	16756	15055	17269	16849	15402	17315	17324	17408	17382	17320	17377	17391	17319	17281	17285	17393	17290	17046	17357	17324	17406	17294	17296	17313	17404	16510	17499	17346	16952	16873	16519	16533	17498	17127	17728	17948	17339	16929	16689	16857	16759	17092	17569	16809	17375	17050	17308	17041	16521	16549	17281	16856	16845	16528	17291	17358	18003	17039	16990	20770	15906	16967	18062	17895	17635	16586	18449	17871	16960	17287	18115	17018	15357	19329	18025	16980	21071	18062	16962	18004	17021	16980
CLNV01000001	15007	14512	14977	15201	15570	15302	14532	14778	15034	15190	14991	14936	12754	14566	14944	14072	15050	14780	15119	18518	15056	1079	14623	14786	0	16683	15140	15521	15963	14230	16839	14265	16541	15773	15131	15781	17480	15945	15999	15319	15593	17176	14534	17218	15176	19566	15934	16159	14849	15543	15865	15822	15476	15179	15204	15232	15846	17691	14872	15103	16604	15127	15937	15593	15775	16185	15069	15114	15808	15805	14905	13048	14937	15143	16417	14848	14918	14881	11788	16966	15338	16362	15092	15446	15338	15272	15591	15364	15386	15725	15881	16324	14850	14915	15023	15040	16178	16172	14930	14616	14627	15319	15629	13924	13397	15040	15101	15211	15941	14956	15755	14923	16966	15135	14978	15182	15345	14905	16264	14587	15265	15079	17112	14790	15409	15257	13588	14782	13904	15477	15034	14559	15298	15316	15282	14862	15276	15357	15391	15309	15267	15272	15378	15255	15245	15307	15233	15392	15264	15430	15297	15295	14814	15261	15579	14656	14991	14852	14841	15706	15527	16086	15673	15214	15176	15404	14645	14666	15358	15103	14907	15368	15055	15147	15140	15032	14829	15128	15416	14876	15092	15299	15567	16377	15346	15335	19635	14999	15085	16813	15612	15165	14649	16962	16573	15116	15357	15950	15538	14061	17845	16996	14608	19484	16813	15308	16381	15546	15136
CLOB01000001	15267	15278	15297	8275	16243	17137	15872	15904	15128	17059	15263	16107	16407	15574	15546	15812	16146	16114	15978	19511	13170	16711	16866	18052	16683	0	12952	16758	16318	16940	17716	16944	17216	17052	15970	16459	18776	16204	16523	16473	16417	18004	16100	18063	16214	21074	17132	12942	12203	16594	17281	15905	15176	11992	16074	16238	17249	16091	16208	12405	14023	12142	16915	16557	15858	17220	16095	16192	17191	15920	15676	16056	15697	12471	16414	16110	16173	16141	15986	17169	15671	17034	15629	15883	16414	16368	16627	17336	17342	16951	16806	16987	12003	12319	16281	16276	16721	16493	15570	15277	15272	15476	16302	16231	16284	15684	15629	16233	16194	15438	16310	15279	17260	15140	16124	7981	15821	15769	6486	14820	16066	15469	17838	16289	16735	15928	16504	8080	15041	16343	15786	16114	16090	16096	15842	16220	16071	16062	16078	16111	16082	16051	16095	16046	16155	16123	16038	16097	16072	16533	16061	15882	15753	16237	15911	15982	16018	15923	15897	16074	16614	16589	16639	16167	12345	16006	13761	15579	17388	16183	11719	15145	15560	16144	16161	16010	15894	12264	16535	12199	16090	15843	15918	17048	15712	15636	19782	15198	16308	325	11021	15911	16123	17126	14013	16119	16787	16593	16571	16957	18029	18042	15987	17669	325	15643	17053	16550	15666
CLOP01000001	14398	14694	14595	11104	14674	15972	15134	14548	14249	15924	14498	15130	15236	14608	14265	14984	15545	15181	14731	18428	2656	15193	15363	17053	15140	12952	0	15621	15633	16267	16704	16282	16221	15588	14742	15495	16961	15476	15338	14535	15189	17008	14500	17047	14968	19610	16112	12448	11580	15339	16043	14579	15344	11834	14927	15203	15992	16581	14624	11655	15266	11648	15824	15331	14550	16023	15085	15116	15940	14636	14502	14885	14937	11691	15445	15073	15108	15088	14937	16314	14795	15808	15112	14903	15353	15250	15388	16059	16062	15768	15597	15729	11341	11497	14760	14761	15988	15787	15017	14658	14646	14768	15506	14605	14775	14508	14549	15200	15403	14882	15369	14506	16893	14230	15164	10927	14558	15045	13524	14529	15432	14557	16392	14844	15653	15310	14962	10295	14302	15337	15050	15611	14921	14913	14540	14936	14917	15001	15000	14903	14879	14883	15021	14870	14801	14941	14899	15043	14890	14856	14922	14594	14859	15263	15012	14373	15067	14850	14820	15112	15439	15884	15590	14836	11573	15200	13472	14774	16017	14984	11273	15333	14635	14807	15220	15051	14839	11588	14944	11470	15094	14869	15031	15820	14787	14755	19339	15876	15116	12959	12708	14701	14760	16286	15238	15163	15680	15343	15347	15456	17052	16816	14785	18817	12959	14768	15824	15331	15129
CLQG01000001	15099	14769	15247	15160	15218	15773	15705	14604	14992	15727	15111	15697	15669	15378	14516	15652	15588	15024	15007	19064	15490	15839	15588	17193	15521	16758	15621	0	15270	16536	16463	16540	16449	15491	15004	14520	18210	15590	15691	14634	14902	16667	15822	16708	14588	20788	15991	15950	14858	15354	15520	15575	14941	15161	15242	15176	15476	17088	15173	14936	16315	15081	15693	15078	15584	15223	15113	15224	15457	15653	15258	15535	15376	14940	16510	15391	15417	15431	15268	16455	15222	16796	15109	15565	15533	15288	15375	16040	16050	16286	15979	16711	15008	15090	15320	15309	15781	15696	15500	14930	14943	15335	15797	15755	15167	14904	14943	15167	16324	15481	15889	15182	16163	15073	15753	15161	16059	14775	16701	14964	15544	15422	17555	15775	15601	15729	15332	15028	15325	15561	14724	15908	15720	15730	15543	15730	15740	15842	15826	15739	15699	15719	15823	15689	15657	15746	15691	15852	15732	16137	15723	15582	15147	15228	15412	15740	15178	15536	15499	15546	15328	15703	15613	15384	15091	14939	15618	15067	15998	15772	14908	15113	15288	15350	15379	15177	15469	15322	15295	15117	15225	15540	15381	16809	15200	15205	19316	16748	15151	16881	16086	16005	15177	16446	16291	15204	15292	16141	15350	15833	17165	16664	15522	20045	16881	15191	16811	15370	15127
CLQL01000001	15273	14185	14797	15415	14469	15214	15108	15162	15091	15114	15122	14896	15255	15955	14746	15467	14548	14587	14768	19348	15908	15989	15504	16996	15963	16318	15633	15270	0	16310	16387	16354	15770	14734	14785	14595	17753	14657	14709	15734	14565	16654	15764	16724	14538	20375	15410	15939	14844	15300	15810	15947	15339	15274	14464	15322	15759	17521	15432	15002	16530	15059	15436	3385	15933	15256	14991	15051	15715	15945	15198	15740	15698	15031	16553	15388	15408	15421	15551	16786	14801	16627	14827	15672	15596	15380	15315	15467	15463	15821	15467	16555	15154	15234	15551	15577	15346	15136	15703	14392	14385	14638	15170	15937	15646	14817	14882	15314	16321	15816	15673	14716	15459	15130	14965	15569	15340	14434	16703	14318	15418	15519	17828	15425	14922	14893	15975	15212	15317	15476	14361	15715	14914	14918	14994	14971	14906	15023	15038	14918	14890	14892	15041	14892	15019	14923	14862	15063	14905	15281	14909	15029	14888	15301	15235	15513	14938	15490	15466	15363	15299	15281	15673	14916	15022	15361	15107	14445	15572	14999	15031	15210	15074	14831	15091	15052	15454	15351	15233	15203	15079	15252	15225	16641	14776	14793	19043	16977	14538	16494	16527	15101	15736	16763	16519	15036	15330	15667	15289	16364	17663	17160	14808	19759	16494	14777	16643	15273	14837
